ROK;PNA;GMINA;POWIAT;WOJEWODZTWO
2014;02-671;Warszawa;Warszawa;mazowieckie
2014;02-126;Warszawa;Warszawa;mazowieckie
2014;03-347;Warszawa;Warszawa;mazowieckie
2014;03-935;Warszawa;Warszawa;mazowieckie
2014;03-333;Warszawa;Warszawa;mazowieckie
2014;02-696;Warszawa;Warszawa;mazowieckie
2014;02-696;Warszawa;Warszawa;mazowieckie
2014;02-108;Warszawa;Warszawa;mazowieckie
2014;01-039;Warszawa;Warszawa;mazowieckie
2014;01-837;Warszawa;Warszawa;mazowieckie
2014;01-837;Warszawa;Warszawa;mazowieckie
2014;03-979;Warszawa;Warszawa;mazowieckie
2014;01-900;Warszawa;Warszawa;mazowieckie
2014;02-100;Warszawa;Warszawa;mazowieckie
2014;00-972;Warszawa;Warszawa;mazowieckie
2014;00-909;Warszawa;Warszawa;mazowieckie
2014;02-741;Warszawa;Warszawa;mazowieckie
2014;02-495;Warszawa;Warszawa;mazowieckie
2014;00-962;Warszawa;Warszawa;mazowieckie
2014;02-496;Warszawa;Warszawa;mazowieckie
2014;02-218;Warszawa;Warszawa;mazowieckie
2014;02-498;Warszawa;Warszawa;mazowieckie
2014;02-788;Warszawa;Warszawa;mazowieckie
2014;04-043;Warszawa;Warszawa;mazowieckie
2014;04-340;Warszawa;Warszawa;mazowieckie
2014;02-770;Warszawa;Warszawa;mazowieckie
2014;02-775;Warszawa;Warszawa;mazowieckie
2014;02-770;Warszawa;Warszawa;mazowieckie
2014;02-782;Warszawa;Warszawa;mazowieckie
2014;03-996;Warszawa;Warszawa;mazowieckie
2014;03-996;Warszawa;Warszawa;mazowieckie
2014;03-987;Warszawa;Warszawa;mazowieckie
2014;00-902;Warszawa;Warszawa;mazowieckie
2014;00-918;Warszawa;Warszawa;mazowieckie
2014;00-926;Warszawa;Warszawa;mazowieckie
2014;00-930;Warszawa;Warszawa;mazowieckie
2014;00-901;Warszawa;Warszawa;mazowieckie
2014;01-888;Warszawa;Warszawa;mazowieckie
2014;02-931;Warszawa;Warszawa;mazowieckie
2014;01-007;Warszawa;Warszawa;mazowieckie
2014;02-796;Warszawa;Warszawa;mazowieckie
2014;03-148;Warszawa;Warszawa;mazowieckie
2014;03-148;Warszawa;Warszawa;mazowieckie
2014;02-905;Warszawa;Warszawa;mazowieckie
2014;02-794;Warszawa;Warszawa;mazowieckie
2014;02-497;Warszawa;Warszawa;mazowieckie
2014;02-497;Warszawa;Warszawa;mazowieckie
2014;01-999;Warszawa;Warszawa;mazowieckie
2014;05-075;Warszawa;Warszawa;mazowieckie
2014;05-075;Warszawa;Warszawa;mazowieckie
2014;05-077;Warszawa;Warszawa;mazowieckie
2014;05-077;Warszawa;Warszawa;mazowieckie
2014;03-295;Warszawa;Warszawa;mazowieckie
2014;01-392;Warszawa;Warszawa;mazowieckie
2014;01-393;Warszawa;Warszawa;mazowieckie
2014;02-975;Warszawa;Warszawa;mazowieckie
2014;02-802;Warszawa;Warszawa;mazowieckie
2014;02-822;Warszawa;Warszawa;mazowieckie
2014;00-903;Warszawa;Warszawa;mazowieckie
2014;73-115;Dolice;stargardzki;zachodniopomorskie
2014;98-290;Warta;sieradzki;łódzkie
2014;99-220;Wartkowice;poddębicki;łódzkie
2014;16-010;Wasilków;białostocki;podlaskie
2014;16-010;Wasilków;białostocki;podlaskie
2014;27-425;Waśniów;ostrowiecki;świętokrzyskie
2014;32-125;Igołomia-Wawrzeńczyce;krakowski;małopolskie
2014;87-200;Wąbrzeźno;wąbrzeski;kujawsko-pomorskie
2014;87-207;Dębowa Łąka;wąbrzeski;kujawsko-pomorskie
2014;87-222;Książki;wąbrzeski;kujawsko-pomorskie
2014;87-201;Wąbrzeźno;wąbrzeski;kujawsko-pomorskie
2014;62-100;Wągrowiec;wągrowiecki;wielkopolskie
2014;62-120;Wapno;wągrowiecki;wielkopolskie
2014;62-100;Wągrowiec;wągrowiecki;wielkopolskie
2014;62-100;Wągrowiec;wągrowiecki;wielkopolskie
2014;62-100;Wągrowiec;wągrowiecki;wielkopolskie
2014;62-100;Wągrowiec;wągrowiecki;wielkopolskie
2014;87-337;Wąpielsk;rypiński;kujawsko-pomorskie
2014;07-311;Wąsewo;ostrowski;mazowieckie
2014;19-222;Wąsosz;grajewski;podlaskie
2014;56-210;Wąsosz;górowski;dolnośląskie
2014;64-316;Kuślin;nowotomyski;wielkopolskie
2014;24-160;Wąwolnica;puławski;lubelskie
2014;84-200;Wejherowo;wejherowski;pomorskie
2014;84-201;Wejherowo;wejherowski;pomorskie
2014;84-200;Wejherowo;wejherowski;pomorskie
2014;84-200;Wejherowo;wejherowski;pomorskie
2014;84-202;Wejherowo;wejherowski;pomorskie
2014;84-204;Wejherowo;wejherowski;pomorskie
2014;12-220;Ruciane-Nida;piski;warmińsko-mazurskie
2014;74-100;Gryfino;gryfiński;zachodniopomorskie
2014;88-403;Żnin;żniński;kujawsko-pomorskie
2014;22-550;Werbkowice;hrubieszowski;lubelskie
2014;37-620;Horyniec-Zdrój;lubaczowski;podkarpackie
2014;36-233;Nozdrzec;brzozowski;podkarpackie
2014;62-302;Września;wrzesiński;wielkopolskie
2014;34-350;Węgierska Górka;żywiecki;śląskie
2014;62-591;Golina;koniński;wielkopolskie
2014;23-230;Trzydnik Duży;kraśnicki;lubelskie
2014;59-940;Węgliniec;zgorzelecki;dolnośląskie
2014;42-133;Wręczyca Wielka;kłobucki;śląskie
2014;38-420;Korczyna;krośnieński;podkarpackie
2014;11-600;Węgorzewo;węgorzewski;warmińsko-mazurskie
2014;11-606;Budry;węgorzewski;warmińsko-mazurskie
2014;11-602;Węgorzewo;węgorzewski;warmińsko-mazurskie
2014;11-601;Węgorzewo;węgorzewski;warmińsko-mazurskie
2014;73-155;Węgorzyno;łobeski;zachodniopomorskie
2014;06-416;Czernice Borowe;przasnyski;mazowieckie
2014;86-311;Grudziądz;grudziądzki;kujawsko-pomorskie
2014;07-100;Węgrów;węgrowski;mazowieckie
2014;07-100;Węgrów;węgrowski;mazowieckie
2014;55-020;Żórawina;wrocławski;dolnośląskie
2014;12-203;Pisz;piski;warmińsko-mazurskie
2014;11-211;Sępopol;bartoszycki;warmińsko-mazurskie
2014;86-100;Świecie;świecki;kujawsko-pomorskie
2014;05-462;Wiązowna;otwocki;mazowieckie
2014;05-408;Wiązowna;otwocki;mazowieckie
2014;37-522;Wiązownica;jarosławski;podkarpackie
2014;28-200;Staszów;staszowski;świętokrzyskie
2014;72-310;Płoty;gryficki;zachodniopomorskie
2014;84-352;Wicko;lęborski;pomorskie
2014;98-170;Widawa;łaski;łódzkie
2014;74-122;Widuchowa;gryfiński;zachodniopomorskie
2014;42-270;Kruszyna;częstochowski;śląskie
2014;06-513;Wieczfnia Kościelna;mławski;mazowieckie
2014;76-150;Darłowo;sławieński;zachodniopomorskie
2014;12-160;Wielbark;szczycieński;warmińsko-mazurskie
2014;83-441;Karsin;kościerski;pomorskie
2014;64-730;Wieleń;czarnkowsko-trzcianecki;wielkopolskie
2014;64-730;Wieleń;czarnkowsko-trzcianecki;wielkopolskie
2014;87-603;Wielgie;lipnowski;kujawsko-pomorskie
2014;98-311;Ostrówek;wieluński;łódzkie
2014;05-334;Latowicz;miński;mazowieckie
2014;97-525;Wielgomłyny;radomszczański;łódzkie
2014;64-050;Wielichowo;grodziski;wielkopolskie
2014;32-020;Wieliczka;wielicki;małopolskie
2014;32-020;Biskupice;wielicki;małopolskie
2014;32-020;Wieliczka;wielicki;małopolskie
2014;32-020;Wieliczka;wielicki;małopolskie
2014;32-020;Wieliczka;wielicki;małopolskie
2014;32-021;Wieliczka;wielicki;małopolskie
2014;89-520;Gostycyn;tucholski;kujawsko-pomorskie
2014;55-121;Oborniki Śląskie;trzebnicki;dolnośląskie
2014;32-089;Wielka Wieś;krakowski;małopolskie
2014;77-421;Lipka;złotowski;wielkopolskie
2014;83-423;Kościerzyna;kościerski;pomorskie
2014;86-100;Warlubie;świecki;kujawsko-pomorskie
2014;37-627;Wielkie Oczy;lubaczowski;podkarpackie
2014;87-411;Kowalewo Pomorskie;golubsko-dobrzyński;kujawsko-pomorskie
2014;39-110;Wielopole Skrzyńskie;ropczycko-sędziszowski;podkarpackie
2014;44-187;Wielowieś;gliwicki;śląskie
2014;63-405;Sieroszewice;ostrowski;wielkopolskie
2014;98-302;Wieluń;wieluński;łódzkie
2014;98-300;Wieluń;wieluński;łódzkie
2014;98-305;Wieluń;wieluński;łódzkie
2014;98-324;Wierzchlas;wieluński;łódzkie
2014;98-303;Wieluń;wieluński;łódzkie
2014;26-432;Wieniawa;przysuski;mazowieckie
2014;26-422;Borkowice;przysuski;mazowieckie
2014;87-880;Brześć Kujawski;włocławski;kujawsko-pomorskie
2014;34-122;Wieprz;wadowicki;małopolskie
2014;34-350;Radziechowy-Wieprz;żywiecki;śląskie
2014;16-422;Raczki;suwalski;podlaskie
2014;76-003;Sianów;koszaliński;zachodniopomorskie
2014;98-400;Wieruszów;wieruszowski;łódzkie
2014;98-410;Czastary;wieruszowski;łódzkie
2014;98-405;Galewice;wieruszowski;łódzkie
2014;98-400;Wieruszów;wieruszowski;łódzkie
2014;98-400;Wieruszów;wieruszowski;łódzkie
2014;22-150;Wierzbica;chełmski;lubelskie
2014;26-680;Wierzbica;radomski;mazowieckie
2014;46-322;Praszka;oleski;opolskie
2014;62-619;Wierzbinek;koniński;wielkopolskie
2014;49-200;Grodków;brzeski;opolskie
2014;66-340;Przytoczna;międzyrzecki;lubuskie
2014;07-111;Wierzbno;węgrowski;mazowieckie
2014;19-201;Grajewo;grajewski;podlaskie
2014;48-250;Głogówek;prudnicki;opolskie
2014;16-100;Szudziałowo;sokólski;podlaskie
2014;33-122;Wierzchosławice;tarnowski;małopolskie
2014;88-140;Gniewkowo;inowrocławski;kujawsko-pomorskie
2014;23-310;Modliborzyce;janowski;lubelskie
2014;32-340;Wolbrom;olkuski;małopolskie
2014;76-020;Szczecinek;szczecinecki;zachodniopomorskie
2014;77-300;Człuchów;człuchowski;pomorskie
2014;86-017;Koronowo;bydgoski;kujawsko-pomorskie
2014;86-014;Sicienko;bydgoski;kujawsko-pomorskie
2014;84-113;Krokowa;pucki;pomorskie
2014;42-672;Zbrosławice;tarnogórski;śląskie
2014;33-270;Wietrzychowice;tarnowski;małopolskie
2014;56-213;Wąsosz;górowski;dolnośląskie
2014;89-410;Więcbork;sępoleński;kujawsko-pomorskie
2014;89-410;Więcbork;sępoleński;kujawsko-pomorskie
2014;89-422;Więcbork;sępoleński;kujawsko-pomorskie
2014;83-232;Skarszewy;starogardzki;pomorskie
2014;64-150;Wijewo;leszczyński;wielkopolskie
2014;13-100;Nidzica;nidzicki;warmińsko-mazurskie
2014;89-309;Łobżenica;pilski;wielkopolskie
2014;43-330;Wilamowice;bielski;śląskie
2014;99-210;Uniejów;poddębicki;łódzkie
2014;17-307;Mielnik;siemiatycki;podlaskie
2014;44-189;Pilchowice;gliwicki;śląskie
2014;11-135;Lubomino;lidzbarski;warmińsko-mazurskie
2014;27-612;Wilczyce;sandomierski;świętokrzyskie
2014;08-470;Wilga;garwoliński;mazowieckie
2014;57-500;Bystrzyca Kłodzka;kłodzki;dolnośląskie
2014;57-500;Bystrzyca Kłodzka;kłodzki;dolnośląskie
2014;11-501;Giżycko;giżycki;warmińsko-mazurskie
2014;23-212;Wilkołaz;kraśnicki;lubelskie
2014;43-365;Wilkowice;bielski;śląskie
2014;43-365;Wilkowice;bielski;śląskie
2014;43-360;Wilkowice;bielski;śląskie
2014;64-116;Lipno;leszczyński;wielkopolskie
2014;76-114;Postomino;sławieński;zachodniopomorskie
2014;11-441;Kętrzyn;kętrzyński;warmińsko-mazurskie
2014;64-050;Wielichowo;grodziski;wielkopolskie
2014;24-313;Wilków;opolski;lubelskie
2014;05-620;Błędów;grójecki;mazowieckie
2014;55-330;Miękinia;średzki;dolnośląskie
2014;11-410;Barciany;kętrzyński;warmińsko-mazurskie
2014;06-120;Winnica;pułtuski;mazowieckie
2014;11-010;Barczewo;olsztyński;warmińsko-mazurskie
2014;72-513;Wolin;kamieński;zachodniopomorskie
2014;96-315;Wiskitki;żyrardowski;mazowieckie
2014;96-317;Wiskitki;żyrardowski;mazowieckie
2014;43-460;Wisła;cieszyński;śląskie
2014;21-580;Wisznice;bialski;lubelskie
2014;28-160;Wiślica;buski;świętokrzyskie
2014;08-112;Wiśniew;siedlecki;mazowieckie
2014;06-521;Wiśniewo;mławski;mazowieckie
2014;32-412;Wiśniowa;myślenicki;małopolskie
2014;38-124;Wiśniowa;strzyżowski;podkarpackie
2014;19-335;Prostki;ełcki;warmińsko-mazurskie
2014;63-230;Jarocin;jarociński;wielkopolskie
2014;42-270;Kłomnice;częstochowski;śląskie
2014;62-230;Witkowo;gnieźnieński;wielkopolskie
2014;62-230;Witkowo;gnieźnieński;wielkopolskie
2014;66-460;Witnica;gorzowski;lubuskie
2014;74-500;Moryń;gryfiński;zachodniopomorskie
2014;89-115;Mrocza;nakielski;kujawsko-pomorskie
2014;88-231;Bytoń;radziejowski;kujawsko-pomorskie
2014;34-512;Kościelisko;tatrzański;małopolskie
2014;59-610;Wleń;lwówecki;dolnośląskie
2014;59-611;Wleń;lwówecki;dolnośląskie
2014;84-120;Władysławowo;pucki;pomorskie
2014;84-120;Władysławowo;pucki;pomorskie
2014;84-120;Władysławowo;pucki;pomorskie
2014;84-121;Władysławowo;pucki;pomorskie
2014;84-124;Władysławowo;pucki;pomorskie
2014;62-710;Władysławów;turecki;wielkopolskie
2014;87-800;Włocławek;Włocławek;kujawsko-pomorskie
2014;87-813;Włocławek;Włocławek;kujawsko-pomorskie
2014;87-800;Włocławek;Włocławek;kujawsko-pomorskie
2014;87-800;Włocławek;Włocławek;kujawsko-pomorskie
2014;87-800;Włocławek;Włocławek;kujawsko-pomorskie
2014;87-800;Włocławek;Włocławek;kujawsko-pomorskie
2014;87-810;Włocławek;Włocławek;kujawsko-pomorskie
2014;87-801;Włocławek;Włocławek;kujawsko-pomorskie
2014;87-808;Włocławek;Włocławek;kujawsko-pomorskie
2014;87-803;Włocławek;Włocławek;kujawsko-pomorskie
2014;87-802;Włocławek;Włocławek;kujawsko-pomorskie
2014;87-804;Włocławek;Włocławek;kujawsko-pomorskie
2014;87-805;Włocławek;Włocławek;kujawsko-pomorskie
2014;87-806;Włocławek;Włocławek;kujawsko-pomorskie
2014;87-809;Włocławek;Włocławek;kujawsko-pomorskie
2014;87-853;Włocławek;włocławski;kujawsko-pomorskie
2014;87-807;Włocławek;Włocławek;kujawsko-pomorskie
2014;87-812;Włocławek;Włocławek;kujawsko-pomorskie
2014;87-816;Włocławek;Włocławek;kujawsko-pomorskie
2014;87-817;Włocławek;Włocławek;kujawsko-pomorskie
2014;87-818;Włocławek;Włocławek;kujawsko-pomorskie
2014;87-822;Włocławek;Włocławek;kujawsko-pomorskie
2014;87-823;Włocławek;Włocławek;kujawsko-pomorskie
2014;22-200;Włodawa;włodawski;lubelskie
2014;22-201;Włodawa;włodawski;lubelskie
2014;22-200;Włodawa;włodawski;lubelskie
2014;42-421;Włodowice;zawierciański;śląskie
2014;11-008;Świątki;olsztyński;warmińsko-mazurskie
2014;97-331;Sulejów;piotrkowski;łódzkie
2014;64-140;Włoszakowice;leszczyński;wielkopolskie
2014;29-100;Włoszczowa;włoszczowski;świętokrzyskie
2014;29-100;Włoszczowa;włoszczowski;świętokrzyskie
2014;08-117;Wodynie;siedlecki;mazowieckie
2014;08-117;Wodynie;siedlecki;mazowieckie
2014;98-105;Wodzierady;łaski;łódzkie
2014;28-330;Wodzisław;jędrzejowski;świętokrzyskie
2014;44-300;Wodzisław Śląski;wodzisławski;śląskie
2014;44-321;Marklowice;wodzisławski;śląskie
2014;44-325;Mszana;wodzisławski;śląskie
2014;44-323;Mszana;wodzisławski;śląskie
2014;44-232;Mszana;wodzisławski;śląskie
2014;44-300;Wodzisław Śląski;wodzisławski;śląskie
2014;44-304;Wodzisław Śląski;wodzisławski;śląskie
2014;44-300;Wodzisław Śląski;wodzisławski;śląskie
2014;44-300;Wodzisław Śląski;wodzisławski;śląskie
2014;44-286;Wodzisław Śląski;wodzisławski;śląskie
2014;44-300;Wodzisław Śląski;wodzisławski;śląskie
2014;44-373;Wodzisław Śląski;wodzisławski;śląskie
2014;44-300;Wodzisław Śląski;wodzisławski;śląskie
2014;44-307;Wodzisław Śląski;wodzisławski;śląskie
2014;21-310;Wohyń;radzyński;lubelskie
2014;38-471;Wojaszówka;krośnieński;podkarpackie
2014;57-442;Kłodzko;kłodzki;dolnośląskie
2014;27-532;Wojciechowice;opatowski;świętokrzyskie
2014;24-204;Wojciechów;lubelski;lubelskie
2014;11-200;Bartoszyce;bartoszycki;warmińsko-mazurskie
2014;21-411;Wojcieszków;łukowski;lubelskie
2014;59-550;Wojcieszów;złotoryjski;dolnośląskie
2014;58-560;Stara Kamienica;jeleniogórski;dolnośląskie
2014;42-580;Wojkowice;będziński;śląskie
2014;98-235;Błaszki;sieradzki;łódzkie
2014;32-830;Wojnicz;tarnowski;małopolskie
2014;47-400;Krzanowice;raciborski;śląskie
2014;64-330;Opalenica;nowotomyski;wielkopolskie
2014;42-691;Tworóg;tarnogórski;śląskie
2014;22-120;Wojsławice;chełmski;lubelskie
2014;22-123;Leśniowice;chełmski;lubelskie
2014;39-450;Baranów Sandomierski;tarnobrzeski;podkarpackie
2014;32-007;Niepołomice;wielicki;małopolskie
2014;21-481;Adamów;łukowski;lubelskie
2014;43-225;Miedźna;pszczyński;śląskie
2014;43-220;Bojszowy;bieruńsko-lędziński;śląskie
2014;22-130;Siedliszcze;chełmski;lubelskie
2014;97-371;Wola Krzysztoporska;piotrkowski;łódzkie
2014;38-322;Łużna;gorlicki;małopolskie
2014;06-455;Glinojeck;ciechanowski;mazowieckie
2014;21-426;Wola Mysłowska;łukowski;lubelskie
2014;07-206;Somianka;wyszkowski;mazowieckie
2014;21-345;Borki;radzyński;lubelskie
2014;96-102;Kowiesy;skierniewicki;łódzkie
2014;23-440;Frampol;biłgorajski;lubelskie
2014;32-053;Skawina;krakowski;małopolskie
2014;36-130;Raniżów;kolbuszowski;podkarpackie
2014;23-420;Tarnogród;biłgorajski;lubelskie
2014;22-230;Wola Uhruska;włodawski;lubelskie
2014;22-234;Urszulin;włodawski;lubelskie
2014;97-438;Rusiec;bełchatowski;łódzkie
2014;08-455;Trojanów;garwoliński;mazowieckie
2014;26-625;Wolanów;radomski;mazowieckie
2014;97-320;Wolbórz;piotrkowski;łódzkie
2014;32-340;Wolbrom;olkuski;małopolskie
2014;32-353;Trzyciąż;olkuski;małopolskie
2014;32-342;Wolbrom;olkuski;małopolskie
2014;57-400;Nowa Ruda;kłodzki;dolnośląskie
2014;26-060;Chęciny;kielecki;świętokrzyskie
2014;21-143;Abramów;lubartowski;lubelskie
2014;72-510;Wolin;kamieński;zachodniopomorskie
2014;72-510;Wolin;kamieński;zachodniopomorskie
2014;64-200;Wolsztyn;wolsztyński;wielkopolskie
2014;64-200;Wolsztyn;wolsztyński;wielkopolskie
2014;64-201;Wolsztyn;wolsztyński;wielkopolskie
2014;46-250;Wołczyn;kluczborski;opolskie
2014;05-201;Wołomin;wołomiński;mazowieckie
2014;05-200;Wołomin;wołomiński;mazowieckie
2014;05-202;Wołomin;wołomiński;mazowieckie
2014;05-203;Wołomin;wołomiński;mazowieckie
2014;22-244;Stary Brus;włodawski;lubelskie
2014;78-630;Człopa;wałecki;zachodniopomorskie
2014;11-042;Jonkowo;olsztyński;warmińsko-mazurskie
2014;56-100;Wołów;wołowski;dolnośląskie
2014;56-100;Wołów;wołowski;dolnośląskie
2014;56-100;Wińsko;wołowski;dolnośląskie
2014;56-160;Wińsko;wołowski;dolnośląskie
2014;56-100;Wołów;wołowski;dolnośląskie
2014;08-105;Siedlce;siedlecki;mazowieckie
2014;19-300;Ełk;ełcki;warmińsko-mazurskie
2014;11-230;Bisztynek;bartoszycki;warmińsko-mazurskie
2014;19-205;Rajgród;grajewski;podlaskie
2014;97-371;Wola Krzysztoporska;piotrkowski;łódzkie
2014;42-289;Woźniki;lubliniecki;śląskie
2014;42-287;Woźniki;lubliniecki;śląskie
2014;22-640;Rachanie;tomaszowski;lubelskie
2014;98-432;Łubnice;wieruszowski;łódzkie
2014;88-320;Jeziora Wielkie;mogileński;kujawsko-pomorskie
2014;27-515;Tarłów;opatowski;świętokrzyskie
2014;22-413;Nielisz;zamojski;lubelskie
2014;37-511;Jarosław;jarosławski;podkarpackie
2014;26-640;Skaryszew;radomski;mazowieckie
2014;42-130;Wręczyca Wielka;kłobucki;śląskie
2014;42-134;Wręczyca Wielka;kłobucki;śląskie
2014;54-129;Wrocław;Wrocław;dolnośląskie
2014;53-437;Wrocław;Wrocław;dolnośląskie
2014;54-406;Wrocław;Wrocław;dolnośląskie
2014;54-160;Wrocław;Wrocław;dolnośląskie
2014;54-137;Wrocław;Wrocław;dolnośląskie
2014;53-250;Wrocław;Wrocław;dolnośląskie
2014;54-233;Wrocław;Wrocław;dolnośląskie
2014;54-438;Wrocław;Wrocław;dolnośląskie
2014;53-238;Wrocław;Wrocław;dolnośląskie
2014;54-032;Wrocław;Wrocław;dolnośląskie
2014;54-058;Wrocław;Wrocław;dolnośląskie
2014;54-432;Wrocław;Wrocław;dolnośląskie
2014;54-138;Wrocław;Wrocław;dolnośląskie
2014;54-106;Wrocław;Wrocław;dolnośląskie
2014;54-608;Wrocław;Wrocław;dolnośląskie
2014;54-433;Wrocław;Wrocław;dolnośląskie
2014;50-552;Wrocław;Wrocław;dolnośląskie
2014;52-203;Wrocław;Wrocław;dolnośląskie
2014;53-324;Wrocław;Wrocław;dolnośląskie
2014;53-413;Wrocław;Wrocław;dolnośląskie
2014;50-505;Wrocław;Wrocław;dolnośląskie
2014;53-343;Wrocław;Wrocław;dolnośląskie
2014;53-333;Wrocław;Wrocław;dolnośląskie
2014;53-332;Wrocław;Wrocław;dolnośląskie
2014;50-566;Wrocław;Wrocław;dolnośląskie
2014;50-567;Wrocław;Wrocław;dolnośląskie
2014;50-458;Wrocław;Wrocław;dolnośląskie
2014;50-567;Wrocław;Wrocław;dolnośląskie
2014;51-121;Wrocław;Wrocław;dolnośląskie
2014;51-311;Wrocław;Wrocław;dolnośląskie
2014;51-311;Wrocław;Wrocław;dolnośląskie
2014;50-211;Wrocław;Wrocław;dolnośląskie
2014;51-315;Wrocław;Wrocław;dolnośląskie
2014;51-424;Wrocław;Wrocław;dolnośląskie
2014;51-200;Wrocław;Wrocław;dolnośląskie
2014;51-117;Wrocław;Wrocław;dolnośląskie
2014;50-065;Wrocław;Wrocław;dolnośląskie
2014;53-432;Wrocław;Wrocław;dolnośląskie
2014;50-046;Wrocław;Wrocław;dolnośląskie
2014;50-024;Wrocław;Wrocław;dolnośląskie
2014;50-415;Wrocław;Wrocław;dolnośląskie
2014;51-665;Wrocław;Wrocław;dolnośląskie
2014;50-304;Wrocław;Wrocław;dolnośląskie
2014;50-340;Wrocław;Wrocław;dolnośląskie
2014;50-217;Wrocław;Wrocław;dolnośląskie
2014;50-415;Wrocław;Wrocław;dolnośląskie
2014;50-954;Wrocław;Wrocław;dolnośląskie
2014;50-131;Wrocław;Wrocław;dolnośląskie
2014;50-951;Wrocław;Wrocław;dolnośląskie
2014;50-255;Wrocław;Wrocław;dolnośląskie
2014;50-300;Wrocław;Wrocław;dolnośląskie
2014;54-003;Wrocław;Wrocław;dolnośląskie
2014;50-990;Wrocław;Wrocław;dolnośląskie
2014;51-161;Wrocław;Wrocław;dolnośląskie
2014;50-961;Wrocław;Wrocław;dolnośląskie
2014;51-673;Wrocław;Wrocław;dolnośląskie
2014;50-966;Wrocław;Wrocław;dolnośląskie
2014;51-311;Wrocław;Wrocław;dolnośląskie
2014;50-963;Wrocław;Wrocław;dolnośląskie
2014;51-121;Wrocław;Wrocław;dolnośląskie
2014;50-961;Wrocław;Wrocław;dolnośląskie
2014;51-645;Wrocław;Wrocław;dolnośląskie
2014;50-966;Wrocław;Wrocław;dolnośląskie
2014;53-316;Wrocław;Wrocław;dolnośląskie
2014;50-983;Wrocław;Wrocław;dolnośląskie
2014;53-350;Wrocław;Wrocław;dolnośląskie
2014;50-983;Wrocław;Wrocław;dolnośląskie
2014;54-137;Wrocław;Wrocław;dolnośląskie
2014;50-991;Wrocław;Wrocław;dolnośląskie
2014;54-149;Wrocław;Wrocław;dolnośląskie
2014;50-259;Wrocław;Wrocław;dolnośląskie
2014;50-952;Wrocław;Wrocław;dolnośląskie
2014;52-116;Wrocław;Wrocław;dolnośląskie
2014;50-971;Wrocław;Wrocław;dolnośląskie
2014;52-327;Wrocław;Wrocław;dolnośląskie
2014;52-229;Wrocław;Wrocław;dolnośląskie
2014;50-972;Wrocław;Wrocław;dolnośląskie
2014;52-412;Wrocław;Wrocław;dolnośląskie
2014;51-519;Wrocław;Wrocław;dolnośląskie
2014;50-965;Wrocław;Wrocław;dolnośląskie
2014;51-519;Wrocław;Wrocław;dolnośląskie
2014;51-217;Wrocław;Wrocław;dolnośląskie
2014;54-511;Wrocław;Wrocław;dolnośląskie
2014;50-995;Wrocław;Wrocław;dolnośląskie
2014;54-612;Wrocław;Wrocław;dolnośląskie
2014;53-408;Wrocław;Wrocław;dolnośląskie
2014;50-342;Wrocław;Wrocław;dolnośląskie
2014;50-065;Wrocław;Wrocław;dolnośląskie
2014;50-555;Wrocław;Wrocław;dolnośląskie
2014;50-211;Wrocław;Wrocław;dolnośląskie
2014;50-936;Wrocław;Wrocław;dolnośląskie
2014;50-211;Wrocław;Wrocław;dolnośląskie
2014;51-603;Wrocław;Wrocław;dolnośląskie
2014;53-432;Wrocław;Wrocław;dolnośląskie
2014;50-984;Wrocław;Wrocław;dolnośląskie
2014;53-000;Wrocław;Wrocław;dolnośląskie
2014;50-050;Wrocław;Wrocław;dolnośląskie
2014;54-120;Wrocław;Wrocław;dolnośląskie
2014;50-522;Wrocław;Wrocław;dolnośląskie
2014;50-955;Wrocław;Wrocław;dolnośląskie
2014;53-675;Wrocław;Wrocław;dolnośląskie
2014;50-986;Wrocław;Wrocław;dolnośląskie
2014;50-385;Wrocław;Wrocław;dolnośląskie
2014;50-953;Wrocław;Wrocław;dolnośląskie
2014;50-388;Wrocław;Wrocław;dolnośląskie
2014;50-953;Wrocław;Wrocław;dolnośląskie
2014;50-165;Wrocław;Wrocław;dolnośląskie
2014;50-399;Wrocław;Wrocław;dolnośląskie
2014;51-188;Wrocław;Wrocław;dolnośląskie
2014;50-386;Wrocław;Wrocław;dolnośląskie
2014;50-458;Wrocław;Wrocław;dolnośląskie
2014;50-956;Wrocław;Wrocław;dolnośląskie
2014;52-011;Wrocław;Wrocław;dolnośląskie
2014;50-567;Wrocław;Wrocław;dolnośląskie
2014;53-638;Wrocław;Wrocław;dolnośląskie
2014;50-986;Wrocław;Wrocław;dolnośląskie
2014;54-160;Wrocław;Wrocław;dolnośląskie
2014;54-433;Wrocław;Wrocław;dolnośląskie
2014;50-994;Wrocław;Wrocław;dolnośląskie
2014;54-433;Wrocław;Wrocław;dolnośląskie
2014;54-318;Wrocław;Wrocław;dolnośląskie
2014;54-222;Wrocław;Wrocław;dolnośląskie
2014;53-245;Wrocław;Wrocław;dolnośląskie
2014;50-982;Wrocław;Wrocław;dolnośląskie
2014;53-245;Wrocław;Wrocław;dolnośląskie
2014;51-355;Wrocław;Wrocław;dolnośląskie
2014;52-200;Wrocław;Wrocław;dolnośląskie
2014;50-090;Wrocław;Wrocław;dolnośląskie
2014;50-580;Wrocław;Wrocław;dolnośląskie
2014;50-000;Wrocław;Wrocław;dolnośląskie
2014;50-950;Wrocław;Wrocław;dolnośląskie
2014;50-900;Wrocław;Wrocław;dolnośląskie
