Kod;Nazwa;Miesiące;Wyszczególnienie;Rok;Wartosc;Jednostka miary;Atrybut
1801000;Powiat bieszczadzki;wrzesień;stopa bezrobocia rejestrowanego;2015;17,4;%;
1801000;Powiat bieszczadzki;wrzesień;stopa bezrobocia rejestrowanego;2016;16,4;%;
1801000;Powiat bieszczadzki;wrzesień;stopa bezrobocia rejestrowanego;2017;;%;n
1801000;Powiat bieszczadzki;październik;stopa bezrobocia rejestrowanego;2014;18,8;%;
1801000;Powiat bieszczadzki;październik;stopa bezrobocia rejestrowanego;2015;17,6;%;
1801000;Powiat bieszczadzki;październik;stopa bezrobocia rejestrowanego;2016;16,8;%;
1801000;Powiat bieszczadzki;październik;stopa bezrobocia rejestrowanego;2017;;%;n
1801000;Powiat bieszczadzki;listopad;stopa bezrobocia rejestrowanego;2014;19,9;%;
1801000;Powiat bieszczadzki;listopad;stopa bezrobocia rejestrowanego;2015;18,7;%;
1801000;Powiat bieszczadzki;listopad;stopa bezrobocia rejestrowanego;2016;17,7;%;
1801000;Powiat bieszczadzki;listopad;stopa bezrobocia rejestrowanego;2017;;%;n
1801000;Powiat bieszczadzki;grudzień;stopa bezrobocia rejestrowanego;2014;20,3;%;
1801000;Powiat bieszczadzki;grudzień;stopa bezrobocia rejestrowanego;2015;20,5;%;
1801000;Powiat bieszczadzki;grudzień;stopa bezrobocia rejestrowanego;2016;18,2;%;
1801000;Powiat bieszczadzki;grudzień;stopa bezrobocia rejestrowanego;2017;;%;n
1802000;Powiat brzozowski;styczeń;stopa bezrobocia rejestrowanego;2014;24,7;%;
1802000;Powiat brzozowski;styczeń;stopa bezrobocia rejestrowanego;2015;23,2;%;
1802000;Powiat brzozowski;styczeń;stopa bezrobocia rejestrowanego;2016;21,2;%;
1802000;Powiat brzozowski;styczeń;stopa bezrobocia rejestrowanego;2017;19,3;%;
1802000;Powiat brzozowski;luty;stopa bezrobocia rejestrowanego;2014;24,6;%;
1802000;Powiat brzozowski;luty;stopa bezrobocia rejestrowanego;2015;22,9;%;
1802000;Powiat brzozowski;luty;stopa bezrobocia rejestrowanego;2016;21,1;%;
1802000;Powiat brzozowski;luty;stopa bezrobocia rejestrowanego;2017;18,9;%;
1802000;Powiat brzozowski;marzec;stopa bezrobocia rejestrowanego;2014;23,9;%;
1802000;Powiat brzozowski;marzec;stopa bezrobocia rejestrowanego;2015;22,3;%;
1802000;Powiat brzozowski;marzec;stopa bezrobocia rejestrowanego;2016;20,7;%;
1802000;Powiat brzozowski;marzec;stopa bezrobocia rejestrowanego;2017;18,2;%;
1802000;Powiat brzozowski;kwiecień;stopa bezrobocia rejestrowanego;2014;23,1;%;
1802000;Powiat brzozowski;kwiecień;stopa bezrobocia rejestrowanego;2015;21,6;%;
1802000;Powiat brzozowski;kwiecień;stopa bezrobocia rejestrowanego;2016;19,7;%;
1802000;Powiat brzozowski;kwiecień;stopa bezrobocia rejestrowanego;2017;;%;n
1802000;Powiat brzozowski;maj;stopa bezrobocia rejestrowanego;2014;22,3;%;
1802000;Powiat brzozowski;maj;stopa bezrobocia rejestrowanego;2015;20,7;%;
1802000;Powiat brzozowski;maj;stopa bezrobocia rejestrowanego;2016;19;%;
1802000;Powiat brzozowski;maj;stopa bezrobocia rejestrowanego;2017;;%;n
1802000;Powiat brzozowski;czerwiec;stopa bezrobocia rejestrowanego;2014;21,6;%;
1802000;Powiat brzozowski;czerwiec;stopa bezrobocia rejestrowanego;2015;20,1;%;
1802000;Powiat brzozowski;czerwiec;stopa bezrobocia rejestrowanego;2016;18,6;%;
1802000;Powiat brzozowski;czerwiec;stopa bezrobocia rejestrowanego;2017;;%;n
1802000;Powiat brzozowski;lipiec;stopa bezrobocia rejestrowanego;2014;21,6;%;
1802000;Powiat brzozowski;lipiec;stopa bezrobocia rejestrowanego;2015;20,1;%;
1802000;Powiat brzozowski;lipiec;stopa bezrobocia rejestrowanego;2016;18,4;%;
1802000;Powiat brzozowski;lipiec;stopa bezrobocia rejestrowanego;2017;;%;n
1802000;Powiat brzozowski;sierpień;stopa bezrobocia rejestrowanego;2014;21,5;%;
1802000;Powiat brzozowski;sierpień;stopa bezrobocia rejestrowanego;2015;19,9;%;
1802000;Powiat brzozowski;sierpień;stopa bezrobocia rejestrowanego;2016;18,4;%;
1802000;Powiat brzozowski;sierpień;stopa bezrobocia rejestrowanego;2017;;%;n
1802000;Powiat brzozowski;wrzesień;stopa bezrobocia rejestrowanego;2014;21,1;%;
1802000;Powiat brzozowski;wrzesień;stopa bezrobocia rejestrowanego;2015;19,8;%;
1802000;Powiat brzozowski;wrzesień;stopa bezrobocia rejestrowanego;2016;18;%;
1802000;Powiat brzozowski;wrzesień;stopa bezrobocia rejestrowanego;2017;;%;n
1802000;Powiat brzozowski;październik;stopa bezrobocia rejestrowanego;2014;21,3;%;
1802000;Powiat brzozowski;październik;stopa bezrobocia rejestrowanego;2015;19,6;%;
1802000;Powiat brzozowski;październik;stopa bezrobocia rejestrowanego;2016;18,1;%;
1802000;Powiat brzozowski;październik;stopa bezrobocia rejestrowanego;2017;;%;n
1802000;Powiat brzozowski;listopad;stopa bezrobocia rejestrowanego;2014;21,8;%;
1802000;Powiat brzozowski;listopad;stopa bezrobocia rejestrowanego;2015;20,2;%;
1802000;Powiat brzozowski;listopad;stopa bezrobocia rejestrowanego;2016;18,4;%;
1802000;Powiat brzozowski;listopad;stopa bezrobocia rejestrowanego;2017;;%;n
1802000;Powiat brzozowski;grudzień;stopa bezrobocia rejestrowanego;2014;22,6;%;
1802000;Powiat brzozowski;grudzień;stopa bezrobocia rejestrowanego;2015;20,7;%;
1802000;Powiat brzozowski;grudzień;stopa bezrobocia rejestrowanego;2016;18,9;%;
1802000;Powiat brzozowski;grudzień;stopa bezrobocia rejestrowanego;2017;;%;n
1803000;Powiat dębicki;styczeń;stopa bezrobocia rejestrowanego;2014;14,5;%;
1803000;Powiat dębicki;styczeń;stopa bezrobocia rejestrowanego;2015;12,8;%;
1803000;Powiat dębicki;styczeń;stopa bezrobocia rejestrowanego;2016;11,4;%;
1803000;Powiat dębicki;styczeń;stopa bezrobocia rejestrowanego;2017;9,7;%;
1803000;Powiat dębicki;luty;stopa bezrobocia rejestrowanego;2014;14,5;%;
1803000;Powiat dębicki;luty;stopa bezrobocia rejestrowanego;2015;12,8;%;
1803000;Powiat dębicki;luty;stopa bezrobocia rejestrowanego;2016;11,3;%;
1803000;Powiat dębicki;luty;stopa bezrobocia rejestrowanego;2017;9,5;%;
1803000;Powiat dębicki;marzec;stopa bezrobocia rejestrowanego;2014;14,2;%;
1803000;Powiat dębicki;marzec;stopa bezrobocia rejestrowanego;2015;12,3;%;
1803000;Powiat dębicki;marzec;stopa bezrobocia rejestrowanego;2016;10,8;%;
1803000;Powiat dębicki;marzec;stopa bezrobocia rejestrowanego;2017;9,1;%;
1803000;Powiat dębicki;kwiecień;stopa bezrobocia rejestrowanego;2014;13,5;%;
1803000;Powiat dębicki;kwiecień;stopa bezrobocia rejestrowanego;2015;11,8;%;
1803000;Powiat dębicki;kwiecień;stopa bezrobocia rejestrowanego;2016;10,2;%;
1803000;Powiat dębicki;kwiecień;stopa bezrobocia rejestrowanego;2017;;%;n
1803000;Powiat dębicki;maj;stopa bezrobocia rejestrowanego;2014;12,9;%;
1803000;Powiat dębicki;maj;stopa bezrobocia rejestrowanego;2015;11,2;%;
1803000;Powiat dębicki;maj;stopa bezrobocia rejestrowanego;2016;9,7;%;
1803000;Powiat dębicki;maj;stopa bezrobocia rejestrowanego;2017;;%;n
1803000;Powiat dębicki;czerwiec;stopa bezrobocia rejestrowanego;2014;12,3;%;
1803000;Powiat dębicki;czerwiec;stopa bezrobocia rejestrowanego;2015;10,7;%;
1803000;Powiat dębicki;czerwiec;stopa bezrobocia rejestrowanego;2016;9,4;%;
1803000;Powiat dębicki;czerwiec;stopa bezrobocia rejestrowanego;2017;;%;n
1803000;Powiat dębicki;lipiec;stopa bezrobocia rejestrowanego;2014;12,2;%;
1803000;Powiat dębicki;lipiec;stopa bezrobocia rejestrowanego;2015;10,4;%;
1803000;Powiat dębicki;lipiec;stopa bezrobocia rejestrowanego;2016;9,3;%;
1803000;Powiat dębicki;lipiec;stopa bezrobocia rejestrowanego;2017;;%;n
1803000;Powiat dębicki;sierpień;stopa bezrobocia rejestrowanego;2014;12,2;%;
1803000;Powiat dębicki;sierpień;stopa bezrobocia rejestrowanego;2015;10,3;%;
1803000;Powiat dębicki;sierpień;stopa bezrobocia rejestrowanego;2016;9,2;%;
1803000;Powiat dębicki;sierpień;stopa bezrobocia rejestrowanego;2017;;%;n
1803000;Powiat dębicki;wrzesień;stopa bezrobocia rejestrowanego;2014;12,2;%;
1803000;Powiat dębicki;wrzesień;stopa bezrobocia rejestrowanego;2015;10,3;%;
1803000;Powiat dębicki;wrzesień;stopa bezrobocia rejestrowanego;2016;9;%;
1803000;Powiat dębicki;wrzesień;stopa bezrobocia rejestrowanego;2017;;%;n
1803000;Powiat dębicki;październik;stopa bezrobocia rejestrowanego;2014;12,2;%;
1803000;Powiat dębicki;październik;stopa bezrobocia rejestrowanego;2015;10,4;%;
1803000;Powiat dębicki;październik;stopa bezrobocia rejestrowanego;2016;9,1;%;
1803000;Powiat dębicki;październik;stopa bezrobocia rejestrowanego;2017;;%;n
1803000;Powiat dębicki;listopad;stopa bezrobocia rejestrowanego;2014;12,3;%;
1803000;Powiat dębicki;listopad;stopa bezrobocia rejestrowanego;2015;10,8;%;
1803000;Powiat dębicki;listopad;stopa bezrobocia rejestrowanego;2016;9,1;%;
1803000;Powiat dębicki;listopad;stopa bezrobocia rejestrowanego;2017;;%;n
1803000;Powiat dębicki;grudzień;stopa bezrobocia rejestrowanego;2014;12,4;%;
1803000;Powiat dębicki;grudzień;stopa bezrobocia rejestrowanego;2015;11;%;
1803000;Powiat dębicki;grudzień;stopa bezrobocia rejestrowanego;2016;9,4;%;
1803000;Powiat dębicki;grudzień;stopa bezrobocia rejestrowanego;2017;;%;n
1804000;Powiat jarosławski;styczeń;stopa bezrobocia rejestrowanego;2014;19,4;%;
1804000;Powiat jarosławski;styczeń;stopa bezrobocia rejestrowanego;2015;17,9;%;
1804000;Powiat jarosławski;styczeń;stopa bezrobocia rejestrowanego;2016;16,5;%;
1804000;Powiat jarosławski;styczeń;stopa bezrobocia rejestrowanego;2017;15,1;%;
1804000;Powiat jarosławski;luty;stopa bezrobocia rejestrowanego;2014;19,6;%;
1804000;Powiat jarosławski;luty;stopa bezrobocia rejestrowanego;2015;18;%;
1804000;Powiat jarosławski;luty;stopa bezrobocia rejestrowanego;2016;16,4;%;
1804000;Powiat jarosławski;luty;stopa bezrobocia rejestrowanego;2017;15,1;%;
1804000;Powiat jarosławski;marzec;stopa bezrobocia rejestrowanego;2014;19;%;
1804000;Powiat jarosławski;marzec;stopa bezrobocia rejestrowanego;2015;17,5;%;
1804000;Powiat jarosławski;marzec;stopa bezrobocia rejestrowanego;2016;16,1;%;
1804000;Powiat jarosławski;marzec;stopa bezrobocia rejestrowanego;2017;14,7;%;
1804000;Powiat jarosławski;kwiecień;stopa bezrobocia rejestrowanego;2014;18,4;%;
1804000;Powiat jarosławski;kwiecień;stopa bezrobocia rejestrowanego;2015;17,2;%;
1804000;Powiat jarosławski;kwiecień;stopa bezrobocia rejestrowanego;2016;15,5;%;
1804000;Powiat jarosławski;kwiecień;stopa bezrobocia rejestrowanego;2017;;%;n
1804000;Powiat jarosławski;maj;stopa bezrobocia rejestrowanego;2014;17,8;%;
1804000;Powiat jarosławski;maj;stopa bezrobocia rejestrowanego;2015;16,7;%;
1804000;Powiat jarosławski;maj;stopa bezrobocia rejestrowanego;2016;15,2;%;
1804000;Powiat jarosławski;maj;stopa bezrobocia rejestrowanego;2017;;%;n
1804000;Powiat jarosławski;czerwiec;stopa bezrobocia rejestrowanego;2014;17,3;%;
1804000;Powiat jarosławski;czerwiec;stopa bezrobocia rejestrowanego;2015;16,2;%;
1804000;Powiat jarosławski;czerwiec;stopa bezrobocia rejestrowanego;2016;14,8;%;
1804000;Powiat jarosławski;czerwiec;stopa bezrobocia rejestrowanego;2017;;%;n
1804000;Powiat jarosławski;lipiec;stopa bezrobocia rejestrowanego;2014;17,3;%;
1804000;Powiat jarosławski;lipiec;stopa bezrobocia rejestrowanego;2015;16,2;%;
1804000;Powiat jarosławski;lipiec;stopa bezrobocia rejestrowanego;2016;14,8;%;
1804000;Powiat jarosławski;lipiec;stopa bezrobocia rejestrowanego;2017;;%;n
1804000;Powiat jarosławski;sierpień;stopa bezrobocia rejestrowanego;2014;17,1;%;
1804000;Powiat jarosławski;sierpień;stopa bezrobocia rejestrowanego;2015;16,2;%;
1804000;Powiat jarosławski;sierpień;stopa bezrobocia rejestrowanego;2016;14,8;%;
1804000;Powiat jarosławski;sierpień;stopa bezrobocia rejestrowanego;2017;;%;n
1804000;Powiat jarosławski;wrzesień;stopa bezrobocia rejestrowanego;2014;17;%;
1804000;Powiat jarosławski;wrzesień;stopa bezrobocia rejestrowanego;2015;16,1;%;
1804000;Powiat jarosławski;wrzesień;stopa bezrobocia rejestrowanego;2016;14,6;%;
1804000;Powiat jarosławski;wrzesień;stopa bezrobocia rejestrowanego;2017;;%;n
1804000;Powiat jarosławski;październik;stopa bezrobocia rejestrowanego;2014;16,8;%;
1804000;Powiat jarosławski;październik;stopa bezrobocia rejestrowanego;2015;15,7;%;
1804000;Powiat jarosławski;październik;stopa bezrobocia rejestrowanego;2016;14,5;%;
1804000;Powiat jarosławski;październik;stopa bezrobocia rejestrowanego;2017;;%;n
1804000;Powiat jarosławski;listopad;stopa bezrobocia rejestrowanego;2014;17;%;
1804000;Powiat jarosławski;listopad;stopa bezrobocia rejestrowanego;2015;15,7;%;
1804000;Powiat jarosławski;listopad;stopa bezrobocia rejestrowanego;2016;14,6;%;
1804000;Powiat jarosławski;listopad;stopa bezrobocia rejestrowanego;2017;;%;n
1804000;Powiat jarosławski;grudzień;stopa bezrobocia rejestrowanego;2014;17,1;%;
1804000;Powiat jarosławski;grudzień;stopa bezrobocia rejestrowanego;2015;15,7;%;
1804000;Powiat jarosławski;grudzień;stopa bezrobocia rejestrowanego;2016;14,7;%;
1804000;Powiat jarosławski;grudzień;stopa bezrobocia rejestrowanego;2017;;%;n
1805000;Powiat jasielski;styczeń;stopa bezrobocia rejestrowanego;2014;18,8;%;
1805000;Powiat jasielski;styczeń;stopa bezrobocia rejestrowanego;2015;16,4;%;
1805000;Powiat jasielski;styczeń;stopa bezrobocia rejestrowanego;2016;15,7;%;
1805000;Powiat jasielski;styczeń;stopa bezrobocia rejestrowanego;2017;13,8;%;
1805000;Powiat jasielski;luty;stopa bezrobocia rejestrowanego;2014;18,8;%;
1805000;Powiat jasielski;luty;stopa bezrobocia rejestrowanego;2015;16,4;%;
1805000;Powiat jasielski;luty;stopa bezrobocia rejestrowanego;2016;15,5;%;
1805000;Powiat jasielski;luty;stopa bezrobocia rejestrowanego;2017;13,5;%;
1805000;Powiat jasielski;marzec;stopa bezrobocia rejestrowanego;2014;18,5;%;
1805000;Powiat jasielski;marzec;stopa bezrobocia rejestrowanego;2015;16,2;%;
1805000;Powiat jasielski;marzec;stopa bezrobocia rejestrowanego;2016;15,1;%;
1805000;Powiat jasielski;marzec;stopa bezrobocia rejestrowanego;2017;13;%;
1805000;Powiat jasielski;kwiecień;stopa bezrobocia rejestrowanego;2014;18;%;
1805000;Powiat jasielski;kwiecień;stopa bezrobocia rejestrowanego;2015;15,6;%;
1805000;Powiat jasielski;kwiecień;stopa bezrobocia rejestrowanego;2016;14,5;%;
1805000;Powiat jasielski;kwiecień;stopa bezrobocia rejestrowanego;2017;;%;n
1805000;Powiat jasielski;maj;stopa bezrobocia rejestrowanego;2014;17,2;%;
1805000;Powiat jasielski;maj;stopa bezrobocia rejestrowanego;2015;15;%;
1805000;Powiat jasielski;maj;stopa bezrobocia rejestrowanego;2016;13,7;%;
1805000;Powiat jasielski;maj;stopa bezrobocia rejestrowanego;2017;;%;n
1805000;Powiat jasielski;czerwiec;stopa bezrobocia rejestrowanego;2014;16,6;%;
1805000;Powiat jasielski;czerwiec;stopa bezrobocia rejestrowanego;2015;14,6;%;
1805000;Powiat jasielski;czerwiec;stopa bezrobocia rejestrowanego;2016;13,3;%;
1805000;Powiat jasielski;czerwiec;stopa bezrobocia rejestrowanego;2017;;%;n
1805000;Powiat jasielski;lipiec;stopa bezrobocia rejestrowanego;2014;16,4;%;
1805000;Powiat jasielski;lipiec;stopa bezrobocia rejestrowanego;2015;14,5;%;
1805000;Powiat jasielski;lipiec;stopa bezrobocia rejestrowanego;2016;13,2;%;
1805000;Powiat jasielski;lipiec;stopa bezrobocia rejestrowanego;2017;;%;n
1805000;Powiat jasielski;sierpień;stopa bezrobocia rejestrowanego;2014;15,8;%;
1805000;Powiat jasielski;sierpień;stopa bezrobocia rejestrowanego;2015;14,5;%;
1805000;Powiat jasielski;sierpień;stopa bezrobocia rejestrowanego;2016;13,2;%;
1805000;Powiat jasielski;sierpień;stopa bezrobocia rejestrowanego;2017;;%;n
1805000;Powiat jasielski;wrzesień;stopa bezrobocia rejestrowanego;2014;15,4;%;
1805000;Powiat jasielski;wrzesień;stopa bezrobocia rejestrowanego;2015;14,4;%;
1805000;Powiat jasielski;wrzesień;stopa bezrobocia rejestrowanego;2016;12,8;%;
1805000;Powiat jasielski;wrzesień;stopa bezrobocia rejestrowanego;2017;;%;n
1805000;Powiat jasielski;październik;stopa bezrobocia rejestrowanego;2014;15,3;%;
1805000;Powiat jasielski;październik;stopa bezrobocia rejestrowanego;2015;14,3;%;
1805000;Powiat jasielski;październik;stopa bezrobocia rejestrowanego;2016;12,8;%;
1805000;Powiat jasielski;październik;stopa bezrobocia rejestrowanego;2017;;%;n
1805000;Powiat jasielski;listopad;stopa bezrobocia rejestrowanego;2014;15,4;%;
1805000;Powiat jasielski;listopad;stopa bezrobocia rejestrowanego;2015;14,7;%;
1805000;Powiat jasielski;listopad;stopa bezrobocia rejestrowanego;2016;13;%;
1805000;Powiat jasielski;listopad;stopa bezrobocia rejestrowanego;2017;;%;n
1805000;Powiat jasielski;grudzień;stopa bezrobocia rejestrowanego;2014;15,9;%;
1805000;Powiat jasielski;grudzień;stopa bezrobocia rejestrowanego;2015;15,2;%;
1805000;Powiat jasielski;grudzień;stopa bezrobocia rejestrowanego;2016;13,4;%;
1805000;Powiat jasielski;grudzień;stopa bezrobocia rejestrowanego;2017;;%;n
1806000;Powiat kolbuszowski;styczeń;stopa bezrobocia rejestrowanego;2014;17,5;%;
1806000;Powiat kolbuszowski;styczeń;stopa bezrobocia rejestrowanego;2015;15,4;%;
1806000;Powiat kolbuszowski;styczeń;stopa bezrobocia rejestrowanego;2016;13,8;%;
1806000;Powiat kolbuszowski;styczeń;stopa bezrobocia rejestrowanego;2017;11,9;%;
1806000;Powiat kolbuszowski;luty;stopa bezrobocia rejestrowanego;2014;17,2;%;
1806000;Powiat kolbuszowski;luty;stopa bezrobocia rejestrowanego;2015;15,6;%;
1806000;Powiat kolbuszowski;luty;stopa bezrobocia rejestrowanego;2016;13,5;%;
1806000;Powiat kolbuszowski;luty;stopa bezrobocia rejestrowanego;2017;11,7;%;
1806000;Powiat kolbuszowski;marzec;stopa bezrobocia rejestrowanego;2014;17;%;
1806000;Powiat kolbuszowski;marzec;stopa bezrobocia rejestrowanego;2015;15,1;%;
1806000;Powiat kolbuszowski;marzec;stopa bezrobocia rejestrowanego;2016;13,2;%;
1806000;Powiat kolbuszowski;marzec;stopa bezrobocia rejestrowanego;2017;11,1;%;
1806000;Powiat kolbuszowski;kwiecień;stopa bezrobocia rejestrowanego;2014;16,5;%;
1806000;Powiat kolbuszowski;kwiecień;stopa bezrobocia rejestrowanego;2015;15,1;%;
1806000;Powiat kolbuszowski;kwiecień;stopa bezrobocia rejestrowanego;2016;12,6;%;
1806000;Powiat kolbuszowski;kwiecień;stopa bezrobocia rejestrowanego;2017;;%;n
1806000;Powiat kolbuszowski;maj;stopa bezrobocia rejestrowanego;2014;15,8;%;
1806000;Powiat kolbuszowski;maj;stopa bezrobocia rejestrowanego;2015;14,4;%;
1806000;Powiat kolbuszowski;maj;stopa bezrobocia rejestrowanego;2016;11,9;%;
1806000;Powiat kolbuszowski;maj;stopa bezrobocia rejestrowanego;2017;;%;n
1806000;Powiat kolbuszowski;czerwiec;stopa bezrobocia rejestrowanego;2014;15,1;%;
1806000;Powiat kolbuszowski;czerwiec;stopa bezrobocia rejestrowanego;2015;12,9;%;
1806000;Powiat kolbuszowski;czerwiec;stopa bezrobocia rejestrowanego;2016;11,2;%;
1806000;Powiat kolbuszowski;czerwiec;stopa bezrobocia rejestrowanego;2017;;%;n
1806000;Powiat kolbuszowski;lipiec;stopa bezrobocia rejestrowanego;2014;14,9;%;
1806000;Powiat kolbuszowski;lipiec;stopa bezrobocia rejestrowanego;2015;12,7;%;
1806000;Powiat kolbuszowski;lipiec;stopa bezrobocia rejestrowanego;2016;11,1;%;
1806000;Powiat kolbuszowski;lipiec;stopa bezrobocia rejestrowanego;2017;;%;n
1806000;Powiat kolbuszowski;sierpień;stopa bezrobocia rejestrowanego;2014;14,8;%;
1806000;Powiat kolbuszowski;sierpień;stopa bezrobocia rejestrowanego;2015;12,7;%;
1806000;Powiat kolbuszowski;sierpień;stopa bezrobocia rejestrowanego;2016;11;%;
1806000;Powiat kolbuszowski;sierpień;stopa bezrobocia rejestrowanego;2017;;%;n
1806000;Powiat kolbuszowski;wrzesień;stopa bezrobocia rejestrowanego;2014;14,6;%;
1806000;Powiat kolbuszowski;wrzesień;stopa bezrobocia rejestrowanego;2015;12,3;%;
1806000;Powiat kolbuszowski;wrzesień;stopa bezrobocia rejestrowanego;2016;11;%;
1806000;Powiat kolbuszowski;wrzesień;stopa bezrobocia rejestrowanego;2017;;%;n
1806000;Powiat kolbuszowski;październik;stopa bezrobocia rejestrowanego;2014;14,5;%;
1806000;Powiat kolbuszowski;październik;stopa bezrobocia rejestrowanego;2015;12,2;%;
1806000;Powiat kolbuszowski;październik;stopa bezrobocia rejestrowanego;2016;11,1;%;
1806000;Powiat kolbuszowski;październik;stopa bezrobocia rejestrowanego;2017;;%;n
1806000;Powiat kolbuszowski;listopad;stopa bezrobocia rejestrowanego;2014;14,7;%;
1806000;Powiat kolbuszowski;listopad;stopa bezrobocia rejestrowanego;2015;12,7;%;
1806000;Powiat kolbuszowski;listopad;stopa bezrobocia rejestrowanego;2016;11,3;%;
1806000;Powiat kolbuszowski;listopad;stopa bezrobocia rejestrowanego;2017;;%;n
1806000;Powiat kolbuszowski;grudzień;stopa bezrobocia rejestrowanego;2014;14,9;%;
1806000;Powiat kolbuszowski;grudzień;stopa bezrobocia rejestrowanego;2015;13,3;%;
1806000;Powiat kolbuszowski;grudzień;stopa bezrobocia rejestrowanego;2016;11,6;%;
1806000;Powiat kolbuszowski;grudzień;stopa bezrobocia rejestrowanego;2017;;%;n
1807000;Powiat krośnieński;styczeń;stopa bezrobocia rejestrowanego;2014;19,3;%;
1807000;Powiat krośnieński;styczeń;stopa bezrobocia rejestrowanego;2015;17;%;
1807000;Powiat krośnieński;styczeń;stopa bezrobocia rejestrowanego;2016;14,4;%;
1807000;Powiat krośnieński;styczeń;stopa bezrobocia rejestrowanego;2017;10,8;%;
1807000;Powiat krośnieński;luty;stopa bezrobocia rejestrowanego;2014;19,3;%;
1807000;Powiat krośnieński;luty;stopa bezrobocia rejestrowanego;2015;16,8;%;
1807000;Powiat krośnieński;luty;stopa bezrobocia rejestrowanego;2016;14,2;%;
1807000;Powiat krośnieński;luty;stopa bezrobocia rejestrowanego;2017;10,6;%;
1807000;Powiat krośnieński;marzec;stopa bezrobocia rejestrowanego;2014;18,8;%;
1807000;Powiat krośnieński;marzec;stopa bezrobocia rejestrowanego;2015;16,3;%;
1807000;Powiat krośnieński;marzec;stopa bezrobocia rejestrowanego;2016;13,7;%;
1807000;Powiat krośnieński;marzec;stopa bezrobocia rejestrowanego;2017;10,3;%;
1807000;Powiat krośnieński;kwiecień;stopa bezrobocia rejestrowanego;2014;18,4;%;
1807000;Powiat krośnieński;kwiecień;stopa bezrobocia rejestrowanego;2015;15,6;%;
1807000;Powiat krośnieński;kwiecień;stopa bezrobocia rejestrowanego;2016;13;%;
1807000;Powiat krośnieński;kwiecień;stopa bezrobocia rejestrowanego;2017;;%;n
1807000;Powiat krośnieński;maj;stopa bezrobocia rejestrowanego;2014;17,7;%;
1807000;Powiat krośnieński;maj;stopa bezrobocia rejestrowanego;2015;14,6;%;
1807000;Powiat krośnieński;maj;stopa bezrobocia rejestrowanego;2016;12,2;%;
1807000;Powiat krośnieński;maj;stopa bezrobocia rejestrowanego;2017;;%;n
1807000;Powiat krośnieński;czerwiec;stopa bezrobocia rejestrowanego;2014;17;%;
1807000;Powiat krośnieński;czerwiec;stopa bezrobocia rejestrowanego;2015;14,1;%;
1807000;Powiat krośnieński;czerwiec;stopa bezrobocia rejestrowanego;2016;11,3;%;
1807000;Powiat krośnieński;czerwiec;stopa bezrobocia rejestrowanego;2017;;%;n
1807000;Powiat krośnieński;lipiec;stopa bezrobocia rejestrowanego;2014;16,8;%;
1807000;Powiat krośnieński;lipiec;stopa bezrobocia rejestrowanego;2015;14;%;
1807000;Powiat krośnieński;lipiec;stopa bezrobocia rejestrowanego;2016;10,7;%;
1807000;Powiat krośnieński;lipiec;stopa bezrobocia rejestrowanego;2017;;%;n
1807000;Powiat krośnieński;sierpień;stopa bezrobocia rejestrowanego;2014;16,5;%;
1807000;Powiat krośnieński;sierpień;stopa bezrobocia rejestrowanego;2015;13,9;%;
1807000;Powiat krośnieński;sierpień;stopa bezrobocia rejestrowanego;2016;10,4;%;
1807000;Powiat krośnieński;sierpień;stopa bezrobocia rejestrowanego;2017;;%;n
1807000;Powiat krośnieński;wrzesień;stopa bezrobocia rejestrowanego;2014;16;%;
1807000;Powiat krośnieński;wrzesień;stopa bezrobocia rejestrowanego;2015;13,9;%;
1807000;Powiat krośnieński;wrzesień;stopa bezrobocia rejestrowanego;2016;10,1;%;
1807000;Powiat krośnieński;wrzesień;stopa bezrobocia rejestrowanego;2017;;%;n
1807000;Powiat krośnieński;październik;stopa bezrobocia rejestrowanego;2014;15,8;%;
1807000;Powiat krośnieński;październik;stopa bezrobocia rejestrowanego;2015;13,6;%;
1807000;Powiat krośnieński;październik;stopa bezrobocia rejestrowanego;2016;9,9;%;
1807000;Powiat krośnieński;październik;stopa bezrobocia rejestrowanego;2017;;%;n
1807000;Powiat krośnieński;listopad;stopa bezrobocia rejestrowanego;2014;16;%;
1807000;Powiat krośnieński;listopad;stopa bezrobocia rejestrowanego;2015;13,7;%;
1807000;Powiat krośnieński;listopad;stopa bezrobocia rejestrowanego;2016;10;%;
1807000;Powiat krośnieński;listopad;stopa bezrobocia rejestrowanego;2017;;%;n
1807000;Powiat krośnieński;grudzień;stopa bezrobocia rejestrowanego;2014;16,4;%;
1807000;Powiat krośnieński;grudzień;stopa bezrobocia rejestrowanego;2015;13,8;%;
1807000;Powiat krośnieński;grudzień;stopa bezrobocia rejestrowanego;2016;10,3;%;
1807000;Powiat krośnieński;grudzień;stopa bezrobocia rejestrowanego;2017;;%;n
1808000;Powiat leżajski;styczeń;stopa bezrobocia rejestrowanego;2014;20,1;%;
1808000;Powiat leżajski;styczeń;stopa bezrobocia rejestrowanego;2015;19,3;%;
1808000;Powiat leżajski;styczeń;stopa bezrobocia rejestrowanego;2016;18;%;
1808000;Powiat leżajski;styczeń;stopa bezrobocia rejestrowanego;2017;15,9;%;
1808000;Powiat leżajski;luty;stopa bezrobocia rejestrowanego;2014;20,3;%;
1808000;Powiat leżajski;luty;stopa bezrobocia rejestrowanego;2015;19,4;%;
