KIERUNEK;OBSZAR_KOD;OBSZAR;DZIEDZINA_KOD;DZIEDZINA;DYSCYPLINA_KOD;DYSCYPLINA
13218;1;obszar nauk humanistycznych;2;dziedzina nauk teologicznych;22;dziedzina nauk teologicznych
13219;1;obszar nauk humanistycznych;2;dziedzina nauk teologicznych;22;dziedzina nauk teologicznych
13228;7;obszar nauk technicznych;18;dziedzina nauk technicznych;999;studia interdyscyplinarne
20000;5;obszar nauk społecznych;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20002;3;obszar nauk przyrodniczych;7;dziedzina nauk biologicznych;31;biologia
20005;5;obszar nauk społecznych;13;dziedzina nauk prawnych;57;prawo
20006;5;obszar nauk społecznych;13;dziedzina nauk prawnych;57;prawo
20007;5;obszar nauk społecznych;13;dziedzina nauk prawnych;57;prawo
20008;4;obszar nauk rolniczych, leśnych i weterynaryjnych;10;dziedzina nauk rolniczych;999;studia interdyscyplinarne
20010;4;obszar nauk rolniczych, leśnych i weterynaryjnych;10;dziedzina nauk rolniczych;999;studia interdyscyplinarne
20014;4;obszar nauk rolniczych, leśnych i weterynaryjnych;10;dziedzina nauk rolniczych;50;zootechnika
20015;4;obszar nauk rolniczych, leśnych i weterynaryjnych;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20017;7;obszar nauk technicznych;18;dziedzina nauk technicznych;79;architektura i urbanistyka
20018;7;obszar nauk technicznych;18;dziedzina nauk technicznych;79;architektura i urbanistyka
20019;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;5;dziedzina nauk o kulturze fizycznej;27;dziedzina nauk o kulturze fizycznej
20020;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
20021;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
20022;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
20023;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;5;dziedzina nauk o kulturze fizycznej;27;dziedzina nauk o kulturze fizycznej
20026;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;10;literaturoznawstwo
20029;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;18;pedagogika
20030;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;18;pedagogika
20031;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;10;literaturoznawstwo
20047;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20049;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;5;dziedzina nauk o kulturze fizycznej;27;dziedzina nauk o kulturze fizycznej
20050;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;5;dziedzina nauk o kulturze fizycznej;27;dziedzina nauk o kulturze fizycznej
20051;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;5;dziedzina nauk o kulturze fizycznej;27;dziedzina nauk o kulturze fizycznej
20052;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;5;dziedzina nauk o kulturze fizycznej;27;dziedzina nauk o kulturze fizycznej
20054;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;5;dziedzina nauk o kulturze fizycznej;27;dziedzina nauk o kulturze fizycznej
20055;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;5;dziedzina nauk o kulturze fizycznej;27;dziedzina nauk o kulturze fizycznej
20056;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20057;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;6;historia
20058;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
20060;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20061;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20062;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20063;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20068;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20069;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20072;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;10;literaturoznawstwo
20073;7;obszar nauk technicznych;18;dziedzina nauk technicznych;88;geodezja i kartografia
20074;7;obszar nauk technicznych;18;dziedzina nauk technicznych;101;transport
20075;7;obszar nauk technicznych;18;dziedzina nauk technicznych;88;geodezja i kartografia
20076;7;obszar nauk technicznych;18;dziedzina nauk technicznych;101;transport
20077;7;obszar nauk technicznych;18;dziedzina nauk technicznych;96;inżynieria środowiska
20078;7;obszar nauk technicznych;18;dziedzina nauk technicznych;96;inżynieria środowiska
20079;7;obszar nauk technicznych;18;dziedzina nauk technicznych;96;inżynieria środowiska
20080;7;obszar nauk technicznych;18;dziedzina nauk technicznych;96;inżynieria środowiska
20081;7;obszar nauk technicznych;18;dziedzina nauk technicznych;84;budownictwo
20082;7;obszar nauk technicznych;18;dziedzina nauk technicznych;84;budownictwo
20083;7;obszar nauk technicznych;18;dziedzina nauk technicznych;84;budownictwo
20084;7;obszar nauk technicznych;18;dziedzina nauk technicznych;84;budownictwo
20085;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20086;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20087;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;5;dziedzina nauk o kulturze fizycznej;27;dziedzina nauk o kulturze fizycznej
20089;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;5;dziedzina nauk o kulturze fizycznej;27;dziedzina nauk o kulturze fizycznej
20090;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;5;dziedzina nauk o kulturze fizycznej;27;dziedzina nauk o kulturze fizycznej
20091;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;5;dziedzina nauk o kulturze fizycznej;27;dziedzina nauk o kulturze fizycznej
20092;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;5;dziedzina nauk o kulturze fizycznej;27;dziedzina nauk o kulturze fizycznej
20093;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;5;dziedzina nauk o kulturze fizycznej;27;dziedzina nauk o kulturze fizycznej
20094;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;5;dziedzina nauk o kulturze fizycznej;27;dziedzina nauk o kulturze fizycznej
20095;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20096;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;5;dziedzina nauk o kulturze fizycznej;27;dziedzina nauk o kulturze fizycznej
20098;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20100;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20101;5;obszar nauk społecznych;13;dziedzina nauk prawnych;999;studia interdyscyplinarne
20102;6;obszar nauk ścisłych;17;dziedzina nauk matematycznych;999;studia interdyscyplinarne
20103;5;obszar nauk społecznych;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20103;5;obszar nauk społecznych;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20104;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20105;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20106;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20108;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20109;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20110;4;obszar nauk rolniczych, leśnych i weterynaryjnych;10;dziedzina nauk rolniczych;43;agronomia
20113;5;obszar nauk społecznych;14;dziedzina nauk społecznych;59;nauki o bezpieczeństwie
20114;5;obszar nauk społecznych;14;dziedzina nauk społecznych;59;nauki o bezpieczeństwie
20123;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;5;filozofia
20124;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;5;filozofia
20128;5;obszar nauk społecznych;14;dziedzina nauk społecznych;62;nauki o polityce
20129;5;obszar nauk społecznych;14;dziedzina nauk społecznych;62;nauki o polityce
20132;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20133;5;obszar nauk społecznych;14;dziedzina nauk społecznych;59;nauki o bezpieczeństwie
20134;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20135;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20137;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20138;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20139;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20141;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20143;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20144;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20145;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20146;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20147;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20149;8;obszar sztuki;21;dziedzina sztuk plastycznych;116;sztuki piękne
20151;5;obszar nauk społecznych;14;dziedzina nauk społecznych;59;nauki o bezpieczeństwie
20153;5;obszar nauk społecznych;14;dziedzina nauk społecznych;59;nauki o bezpieczeństwie
20154;5;obszar nauk społecznych;14;dziedzina nauk społecznych;59;nauki o bezpieczeństwie
20156;5;obszar nauk społecznych;14;dziedzina nauk społecznych;59;nauki o bezpieczeństwie
20162;4;obszar nauk rolniczych, leśnych i weterynaryjnych;10;dziedzina nauk rolniczych;47;ogrodnictwo
20164;4;obszar nauk rolniczych, leśnych i weterynaryjnych;10;dziedzina nauk rolniczych;47;ogrodnictwo
20165;5;obszar nauk społecznych;13;dziedzina nauk prawnych;57;prawo
20166;7;obszar nauk technicznych;18;dziedzina nauk technicznych;999;studia interdyscyplinarne
20167;5;obszar nauk społecznych;13;dziedzina nauk prawnych;56;nauki o administracji
20168;5;obszar nauk społecznych;13;dziedzina nauk prawnych;56;nauki o administracji
20169;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
20170;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;6;historia
20171;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
20172;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;6;historia
20174;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;6;historia
20175;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;8;językoznawstwo
20176;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;6;historia
20178;5;obszar nauk społecznych;14;dziedzina nauk społecznych;67;socjologia
20179;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;6;historia
20182;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;10;literaturoznawstwo
20183;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;10;literaturoznawstwo
20184;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;21;socjologia
20186;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;10;literaturoznawstwo
20198;5;obszar nauk społecznych;14;dziedzina nauk społecznych;65;pedagogika
20211;7;obszar nauk technicznych;18;dziedzina nauk technicznych;999;studia interdyscyplinarne
20211;7;obszar nauk technicznych;18;dziedzina nauk technicznych;999;studia interdyscyplinarne
20212;4;obszar nauk rolniczych, leśnych i weterynaryjnych;10;dziedzina nauk rolniczych;49;technologia żywności i żywienia
20213;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;5;dziedzina nauk o kulturze fizycznej;27;dziedzina nauk o kulturze fizycznej
20214;4;obszar nauk rolniczych, leśnych i weterynaryjnych;10;dziedzina nauk rolniczych;999;studia interdyscyplinarne
20215;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20216;4;obszar nauk rolniczych, leśnych i weterynaryjnych;10;dziedzina nauk rolniczych;999;studia interdyscyplinarne
20218;7;obszar nauk technicznych;18;dziedzina nauk technicznych;79;architektura i urbanistyka
20219;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20220;5;obszar nauk społecznych;13;dziedzina nauk prawnych;56;nauki o administracji
20221;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20222;7;obszar nauk technicznych;18;dziedzina nauk technicznych;81;biocybernetyka i inżynieria biomedyczna
20224;7;obszar nauk technicznych;18;dziedzina nauk technicznych;79;architektura i urbanistyka
20226;7;obszar nauk technicznych;18;dziedzina nauk technicznych;84;budownictwo
20227;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
20228;7;obszar nauk technicznych;18;dziedzina nauk technicznych;84;budownictwo
20230;7;obszar nauk technicznych;18;dziedzina nauk technicznych;84;budownictwo
20231;7;obszar nauk technicznych;18;dziedzina nauk technicznych;96;inżynieria środowiska
20232;7;obszar nauk technicznych;18;dziedzina nauk technicznych;96;inżynieria środowiska
20234;7;obszar nauk technicznych;18;dziedzina nauk technicznych;96;inżynieria środowiska
20235;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20236;7;obszar nauk technicznych;18;dziedzina nauk technicznych;80;automatyka i robotyka
20240;3;obszar nauk przyrodniczych;8;dziedzina nauk o Ziemi;39;geologia
20241;2;obszar nauk medycznych i nauk o zdrowiu oraz nauk o kulturze fizycznej;5;dziedzina nauk o kulturze fizycznej;27;dziedzina nauk o kulturze fizycznej
20242;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20243;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
20244;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
20245;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
20246;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
20247;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
20248;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
20249;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
20250;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
20251;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
20252;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
20253;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
20254;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
20255;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
20256;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20257;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20258;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20259;6;obszar nauk ścisłych;17;dziedzina nauk matematycznych;78;matematyka
20260;6;obszar nauk ścisłych;17;dziedzina nauk matematycznych;78;matematyka
20261;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20262;7;obszar nauk technicznych;18;dziedzina nauk technicznych;999;studia interdyscyplinarne
20264;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
20265;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
20267;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20268;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20269;5;obszar nauk społecznych;14;dziedzina nauk społecznych;59;nauki o bezpieczeństwie
20270;5;obszar nauk społecznych;14;dziedzina nauk społecznych;59;nauki o bezpieczeństwie
20271;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20272;5;obszar nauk społecznych;14;dziedzina nauk społecznych;62;nauki o polityce
20273;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20274;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
20275;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
20276;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
20277;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
20278;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
20279;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
20280;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
20281;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
20282;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
20283;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;999;studia interdyscyplinarne
20284;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
20285;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
20286;5;obszar nauk społecznych;14;dziedzina nauk społecznych;67;socjologia
20287;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
20288;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
20291;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
20292;7;obszar nauk technicznych;18;dziedzina nauk technicznych;80;automatyka i robotyka
20293;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;52;ekonomia
20294;7;obszar nauk technicznych;18;dziedzina nauk technicznych;91;informatyka
20295;7;obszar nauk technicznych;18;dziedzina nauk technicznych;91;informatyka
20296;7;obszar nauk technicznych;18;dziedzina nauk technicznych;91;informatyka
20297;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20298;7;obszar nauk technicznych;18;dziedzina nauk technicznych;87;energetyka
20301;7;obszar nauk technicznych;18;dziedzina nauk technicznych;86;elektrotechnika
20302;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20303;7;obszar nauk technicznych;18;dziedzina nauk technicznych;86;elektrotechnika
20304;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20305;7;obszar nauk technicznych;18;dziedzina nauk technicznych;86;elektrotechnika
20306;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20309;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20310;7;obszar nauk technicznych;18;dziedzina nauk technicznych;83;budowa i eksploatacja maszyn
20311;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20312;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
20313;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
20314;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
20315;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
20316;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20318;7;obszar nauk technicznych;18;dziedzina nauk technicznych;83;budowa i eksploatacja maszyn
20319;7;obszar nauk technicznych;18;dziedzina nauk technicznych;999;studia interdyscyplinarne
20320;7;obszar nauk technicznych;18;dziedzina nauk technicznych;999;studia interdyscyplinarne
20321;7;obszar nauk technicznych;18;dziedzina nauk technicznych;999;studia interdyscyplinarne
20323;7;obszar nauk technicznych;18;dziedzina nauk technicznych;101;transport
20325;7;obszar nauk technicznych;18;dziedzina nauk technicznych;999;studia interdyscyplinarne
20326;7;obszar nauk technicznych;18;dziedzina nauk technicznych;999;studia interdyscyplinarne
20327;7;obszar nauk technicznych;18;dziedzina nauk technicznych;999;studia interdyscyplinarne
20328;3;obszar nauk przyrodniczych;7;dziedzina nauk biologicznych;999;studia interdyscyplinarne
20329;3;obszar nauk przyrodniczych;7;dziedzina nauk biologicznych;999;studia interdyscyplinarne
20330;3;obszar nauk przyrodniczych;7;dziedzina nauk biologicznych;999;studia interdyscyplinarne
20331;3;obszar nauk przyrodniczych;7;dziedzina nauk biologicznych;999;studia interdyscyplinarne
20332;3;obszar nauk przyrodniczych;7;dziedzina nauk biologicznych;999;studia interdyscyplinarne
20333;5;obszar nauk społecznych;14;dziedzina nauk społecznych;999;studia interdyscyplinarne
20334;3;obszar nauk przyrodniczych;7;dziedzina nauk biologicznych;999;studia interdyscyplinarne
20335;3;obszar nauk przyrodniczych;7;dziedzina nauk biologicznych;999;studia interdyscyplinarne
20336;3;obszar nauk przyrodniczych;7;dziedzina nauk biologicznych;999;studia interdyscyplinarne
20338;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20339;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20340;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20341;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20342;6;obszar nauk ścisłych;15;dziedzina nauk chemicznych;70;chemia
20343;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20344;6;obszar nauk ścisłych;15;dziedzina nauk chemicznych;70;chemia
20345;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20346;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20347;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;5;filozofia
20348;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;5;filozofia
20349;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20350;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20351;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;9;kulturoznawstwo
20352;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20353;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;9;kulturoznawstwo
20354;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20355;5;obszar nauk społecznych;14;dziedzina nauk społecznych;999;studia interdyscyplinarne
20356;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20358;5;obszar nauk społecznych;14;dziedzina nauk społecznych;67;socjologia
20359;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20360;5;obszar nauk społecznych;14;dziedzina nauk społecznych;67;socjologia
20362;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20362;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20363;8;obszar sztuki;21;dziedzina sztuk plastycznych;999;studia interdyscyplinarne
20364;8;obszar sztuki;21;dziedzina sztuk plastycznych;999;studia interdyscyplinarne
20365;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20365;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20367;8;obszar sztuki;20;dziedzina sztuk muzycznych;999;studia interdyscyplinarne
20368;8;obszar sztuki;20;dziedzina sztuk muzycznych;999;studia interdyscyplinarne
20370;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20372;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20373;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20374;5;obszar nauk społecznych;14;dziedzina nauk społecznych;65;pedagogika
20375;5;obszar nauk społecznych;14;dziedzina nauk społecznych;65;pedagogika
20376;6;obszar nauk ścisłych;16;dziedzina nauk fizycznych;75;fizyka
20377;6;obszar nauk ścisłych;16;dziedzina nauk fizycznych;75;fizyka
20378;6;obszar nauk ścisłych;16;dziedzina nauk fizycznych;73;astronomia
20379;5;obszar nauk społecznych;13;dziedzina nauk prawnych;56;nauki o administracji
20380;5;obszar nauk społecznych;13;dziedzina nauk prawnych;57;prawo
20381;6;obszar nauk ścisłych;16;dziedzina nauk fizycznych;74;biofizyka
20382;6;obszar nauk ścisłych;16;dziedzina nauk fizycznych;74;biofizyka
20383;6;obszar nauk ścisłych;16;dziedzina nauk fizycznych;75;fizyka
20384;6;obszar nauk ścisłych;16;dziedzina nauk fizycznych;75;fizyka
20385;5;obszar nauk społecznych;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20386;5;obszar nauk społecznych;13;dziedzina nauk prawnych;57;prawo
20387;6;obszar nauk ścisłych;16;dziedzina nauk fizycznych;75;fizyka
20388;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
20389;6;obszar nauk ścisłych;16;dziedzina nauk fizycznych;75;fizyka
20390;5;obszar nauk społecznych;12;dziedzina nauk ekonomicznych;54;nauki o zarządzaniu
20391;6;obszar nauk ścisłych;16;dziedzina nauk fizycznych;75;fizyka
20392;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20393;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20394;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20395;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20396;99;studia międzyobszarowe;99;studia międzydziedzinowe;999;studia interdyscyplinarne
20397;6;obszar nauk ścisłych;16;dziedzina nauk fizycznych;75;fizyka
20398;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;1;archeologia
20399;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;1;archeologia
20400;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;4;etnologia
20401;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20402;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;4;etnologia
20403;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;999;studia interdyscyplinarne
20404;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;6;historia
20405;1;obszar nauk humanistycznych;1;dziedzina nauk humanistycznych;6;historia
